,churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalintlcalls,totalintlcharge,numbercustomerservicecalls
1465,No,0.3796296296296296,1,1,0.0,0.35402947632486675,0.6724137931034484,0.5042735042735043,0.23001181567546278,0.49183605464845054,0.35897435897435903,0.1,0.3977272727272728,0.2
1466,No,0.898148148148148,1,1,0.0,0.1370335528378802,0.5689655172413792,0.3931623931623932,0.5600630169358014,0.4461846051316228,0.4871794871794872,0.20000000000000004,0.1840909090909091,0.0
1467,Yes,0.3055555555555555,0,0,0.7291666666666666,0.5067419253684541,0.146551724137931,0.6324786324786326,0.5454903505317055,0.5538153948683773,0.5470085470085471,0.30000000000000004,0.9068181818181819,0.0
1468,No,0.34259259259259256,1,0,0.5625,0.30730636563185953,0.5172413793103448,0.7264957264957266,0.5151634501772351,0.4808397200933023,0.6153846153846154,0.6000000000000001,0.1272727272727273,0.6000000000000001
1469,No,0.5648148148148148,1,0,0.5625,0.6246472248353716,0.3189655172413793,0.3076923076923077,0.36983064198503346,0.41219593468843724,0.6324786324786326,0.0,0.790909090909091,0.0
1470,No,0.18518518518518517,1,0,0.8541666666666666,0.5888993414863595,0.45689655172413796,0.6666666666666667,0.28239464356045685,0.218593802065978,0.27350427350427353,0.20000000000000004,0.23181818181818184,0.2
1471,No,0.34259259259259256,1,1,0.0,0.41110065851364064,0.49137931034482757,0.3504273504273504,0.8322174084285152,0.36187937354215255,0.5299145299145299,0.4,0.36818181818181817,0.0
1472,Yes,0.3472222222222222,0,1,0.0,0.7958607714016934,0.20689655172413796,0.6752136752136753,0.7053958251280031,0.38353882039320225,0.35897435897435903,0.6000000000000001,0.6068181818181819,0.2
1473,No,0.3935185185185185,0,1,0.0,0.7732831608654752,0.6724137931034484,0.27350427350427353,0.4320598660890115,0.5211596134621792,0.5213675213675214,0.30000000000000004,0.5022727272727273,0.2
1474,No,0.6435185185185185,1,1,0.0,0.37681310482231184,0.4051724137931035,0.19658119658119655,0.3473808586057503,0.6647784071976008,0.36752136752136755,0.5000000000000001,0.8704545454545457,0.0
1475,No,0.3194444444444444,1,1,0.0,0.2671683913452493,0.603448275862069,0.5299145299145299,0.09807010634107918,0.3975341552815728,0.5811965811965812,0.6000000000000001,0.8409090909090909,0.6000000000000001
1476,No,0.5555555555555555,1,0,0.7291666666666666,0.5465663217309502,0.17241379310344823,0.4700854700854701,0.4844426939740055,0.5621459513495501,0.45299145299145305,0.30000000000000004,0.23181818181818184,0.0
1477,No,0.47916666666666663,1,1,0.0,0.46754468485418627,0.5172413793103448,0.641025641025641,0.8204017329657345,0.48183938687104294,0.5811965811965812,0.4,0.4727272727272728,0.2
1478,No,0.5416666666666666,1,1,0.0,0.7328316086547507,0.6896551724137931,0.3076923076923077,0.49586451358802675,0.4838387204265246,0.5641025641025641,0.6000000000000001,0.46590909090909105,0.4
1479,No,0.3009259259259259,1,0,0.3333333333333333,0.48667293822514895,0.4310344827586207,0.5384615384615385,0.5998424576604963,0.8507164278573809,0.4786324786324787,0.1,0.415909090909091,0.2
1480,No,0.35648148148148145,1,1,0.0,0.2116650987770461,0.5172413793103448,0.18803418803418803,0.47105159511618755,0.518827057647451,0.6666666666666667,0.4,0.5454545454545456,0.0
1481,No,0.5925925925925926,1,0,0.7083333333333333,0.5801191596111634,0.3189655172413793,0.6068376068376069,0.2674281213076014,0.4665111629456848,0.641025641025641,0.8,0.7795454545454547,0.4
1482,No,0.023148148148148147,1,1,0.0,0.6491063029162748,0.4396551724137931,0.6837606837606838,0.33202048050413546,0.380873042319227,0.4786324786324787,0.30000000000000004,0.44772727272727286,0.6000000000000001
1483,No,0.4907407407407407,0,1,0.0,0.6729382251489495,0.42241379310344823,0.5384615384615385,0.3686490744387554,0.7744085304898367,0.49572649572649574,0.20000000000000004,0.48409090909090924,0.2
1484,Yes,0.4907407407407407,0,1,0.0,0.356851677641894,0.5517241379310345,0.4017094017094017,0.4352107128790863,0.6364545151616128,0.6923076923076923,0.1,0.6613636363636365,0.6000000000000001
1485,No,0.6342592592592592,1,1,0.0,0.3587331451865789,0.3879310344827586,0.5811965811965812,0.3796770382040173,0.47784071976007997,0.8290598290598292,0.20000000000000004,0.815909090909091,0.2
1486,No,0.47222222222222215,1,1,0.0,0.4412041392285983,0.5344827586206897,0.23931623931623935,0.2879086254430878,0.874375208263912,0.4700854700854701,0.1,0.46590909090909105,0.0
1487,No,0.5324074074074073,1,0,0.9166666666666666,0.6619629978049546,0.44827586206896547,0.5213675213675214,0.5730602599448602,0.6461179606797733,0.29059829059829057,0.1,0.5522727272727274,0.0
1488,No,0.8703703703703703,1,1,0.0,0.6519285042333021,0.3620689655172414,0.33333333333333337,0.41197321780228435,0.5198267244251915,0.6666666666666667,0.30000000000000004,0.25681818181818183,0.4
1489,No,0.7407407407407407,1,1,0.0,0.16713703355283788,0.6724137931034484,0.6666666666666667,0.7168176447420244,0.5744751749416861,0.41880341880341887,0.1,0.5954545454545456,0.4
1490,No,0.0,1,1,0.0,0.5537786139855755,0.5603448275862069,0.3418803418803419,0.8152816069318629,0.5378207264245252,0.41880341880341887,0.1,0.30000000000000004,0.2
1491,No,0.4074074074074074,1,1,0.0,0.5569143932267169,0.5862068965517242,0.6239316239316239,0.37810161480897986,0.5904698433855382,0.5470085470085471,0.20000000000000004,0.6568181818181819,0.2
1492,No,0.29166666666666663,1,1,0.0,0.6274694261523989,0.7241379310344829,0.49572649572649574,0.8381252461599056,0.3478840386537821,0.19658119658119655,0.4,0.46590909090909105,0.2
1493,Yes,0.5787037037037036,1,0,0.625,0.41988084038883666,0.41379310344827586,0.4700854700854701,0.3296573454115793,0.34555148283905374,0.4700854700854701,0.30000000000000004,0.6568181818181819,0.8
1494,No,0.5925925925925926,1,1,0.0,0.6161806208842898,0.37068965517241376,0.6153846153846154,0.4486018117369043,0.5351549483505498,0.5726495726495727,0.9,0.1704545454545455,0.4
1495,No,0.5879629629629629,1,0,0.6666666666666666,0.6378174976481656,0.8103448275862069,0.32478632478632474,0.6998818432453722,0.4708430523158947,0.5042735042735043,0.30000000000000004,0.5340909090909092,0.0
1496,No,0.37037037037037035,1,0,0.75,0.30228911884603327,0.6724137931034484,0.45299145299145305,0.6148089799133517,0.6827724091969345,0.41025641025641024,0.5000000000000001,0.5886363636363637,0.6000000000000001
1497,No,0.5231481481481481,1,1,0.0,0.5340232047663845,0.5086206896551724,0.32478632478632474,0.31705395825128,0.4085304898367211,0.6752136752136753,0.4,0.5204545454545455,0.2
1498,No,0.22685185185185183,1,1,0.0,0.6335993108583974,0.5172413793103448,0.5641025641025641,0.8204017329657345,0.5334888370543152,0.45299145299145305,0.20000000000000004,0.5522727272727274,0.0
1499,No,0.3935185185185185,1,1,0.0,0.3665725932894324,0.5344827586206897,0.5811965811965812,0.500590783773139,0.6017994001999334,0.37606837606837606,0.0,0.5772727272727274,0.6000000000000001
1500,No,0.43981481481481477,1,1,0.0,0.4735026654123549,0.37931034482758624,0.3931623931623932,0.7518708152816069,0.37454181939353554,0.641025641025641,0.5000000000000001,0.6181818181818183,0.2
1501,No,0.32870370370370366,1,1,0.0,0.793038570084666,0.396551724137931,0.7094017094017095,0.18393068137061838,0.4511829390203265,0.33333333333333337,0.1,0.6500000000000001,0.0
1503,No,0.25925925925925924,0,0,0.35416666666666663,0.680464095327689,0.44827586206896547,0.4444444444444444,0.3686490744387554,0.6217927357547484,0.641025641025641,0.20000000000000004,0.6181818181818183,0.4
1504,No,0.2962962962962963,1,1,0.0,0.42144873000940736,0.646551724137931,0.6837606837606838,0.5596691610870421,0.7677440853048985,0.8974358974358976,0.20000000000000004,0.3931818181818182,0.4
1505,No,0.7499999999999999,1,1,0.0,0.6381310755722798,0.6724137931034484,0.4786324786324787,0.5829066561638441,0.4605131622792403,0.7094017094017095,0.4,0.4113636363636364,0.2
1506,No,0.6249999999999999,1,1,0.0,0.7303229852618376,0.2758620689655172,0.33333333333333337,0.3847971642378889,0.6604465178273908,0.5811965811965812,0.20000000000000004,0.5272727272727273,0.4
1507,No,0.5324074074074073,1,1,0.0,0.55942301661963,0.3620689655172414,0.6068376068376069,0.3855848759354076,0.632122625791403,0.8803418803418803,0.5000000000000001,0.6068181818181819,0.2
1508,No,0.4259259259259259,1,1,0.0,0.4167450611476952,0.2758620689655172,0.3931623931623932,0.7420244190626231,0.6734421859380206,0.6666666666666667,0.4,0.275,0.6000000000000001
1509,No,0.6527777777777777,1,0,0.8333333333333333,0.6832862966447163,0.5431034482758621,0.4358974358974359,0.41157936195352496,0.5338220593135623,0.5811965811965812,0.20000000000000004,0.4340909090909092,0.6000000000000001
1510,No,0.4212962962962963,1,1,0.0,0.7717152712449045,0.3448275862068965,0.28205128205128205,0.42772745175265847,0.5364878373875375,0.6068376068376069,0.1,0.3977272727272728,0.2
1511,No,0.3194444444444444,1,1,0.0,0.5575415490749452,0.42241379310344823,0.33333333333333337,0.8463962189838519,0.4028657114295235,0.5384615384615385,0.5000000000000001,0.28181818181818186,0.2
1512,No,0.09722222222222221,1,0,0.29166666666666663,0.5631859517089998,0.49999999999999994,0.5213675213675214,0.5651831429696731,0.05198267244251917,0.41880341880341887,0.0,0.1272727272727273,0.2
1513,No,0.16666666666666666,1,1,0.0,0.671683913452493,0.6206896551724137,0.5726495726495727,0.5187081528160694,0.5418193935354882,0.5042735042735043,0.1,0.6068181818181819,0.4
1514,No,0.23148148148148148,1,1,0.0,0.513013483850737,0.49137931034482757,0.5555555555555556,0.3588026782197715,0.8720426524491836,0.6752136752136753,0.20000000000000004,0.30000000000000004,0.2
1515,No,0.8009259259259258,1,1,0.0,0.3759799310128567,0.46551724137931033,0.5641025641025641,0.30287514769594326,0.5834721759413528,0.5555555555555556,0.4,0.48409090909090924,0.4
1516,Yes,0.3101851851851851,1,1,0.0,0.6095954844778928,0.603448275862069,0.49572649572649574,0.6947617172115006,0.6121292902365878,0.4700854700854701,0.20000000000000004,0.38636363636363646,0.2
1517,No,0.5972222222222222,1,1,0.0,0.5882721856381311,0.24137931034482757,0.6239316239316239,0.49271366679795203,0.4801732755748083,0.49572649572649574,0.1,0.631818181818182,0.2
1518,No,0.4768518518518518,1,1,0.0,0.3769206647851991,0.3103448275862069,0.6581196581196582,0.5009846396218983,0.5114961679440186,0.5128205128205129,0.4,0.5636363636363637,0.4
1519,No,0.6157407407407407,1,1,0.0,0.4945123863280025,0.42241379310344823,0.5384615384615385,0.588420638046475,0.48050649783405536,0.6068376068376069,0.20000000000000004,0.415909090909091,0.4
1520,No,0.49537037037037035,1,0,0.7291666666666666,0.471307619943556,0.8103448275862069,0.5042735042735043,0.40409610082709724,0.5481506164611796,0.5384615384615385,0.6000000000000001,0.4545454545454546,0.4
1521,No,0.47222222222222215,1,1,0.0,0.4829100031357792,0.353448275862069,0.19658119658119655,0.6408034659314691,0.5714761746084638,0.20512820512820518,0.1,0.46590909090909105,0.6000000000000001
1522,No,0.2824074074074074,1,1,0.0,0.4402634054562559,0.49999999999999994,0.4871794871794872,0.39936983064198506,0.7100966344551816,0.5726495726495727,0.30000000000000004,0.21363636363636365,0.2
1523,No,0.7453703703703703,1,1,0.0,0.2997804954531201,0.4051724137931035,0.5897435897435898,0.4816857030326901,0.5408197267577475,0.4786324786324787,0.20000000000000004,0.5704545454545455,0.4
1524,No,0.4259259259259259,1,0,0.3958333333333333,0.36782690498588905,0.6120689655172413,0.5384615384615385,0.42378889326506497,0.46917694101966007,0.45299145299145305,0.20000000000000004,0.6386363636363637,0.4
1525,No,0.1898148148148148,1,1,0.0,0.22797115083098152,0.5689655172413792,0.6666666666666667,0.5297361165813312,0.26324558480506494,0.264957264957265,0.5000000000000001,0.6750000000000002,0.2
1526,No,0.7129629629629629,1,0,0.47916666666666663,0.7036688617121355,0.603448275862069,0.5470085470085471,0.2682158330051202,0.5451516161279573,0.6923076923076923,1.0,0.6931818181818183,0.4
1527,No,0.16203703703703703,1,1,0.0,0.3060520539354029,0.44827586206896547,0.641025641025641,0.6108704214257582,0.5704765078307232,0.5641025641025641,0.1,0.42272727272727284,0.0
1528,Yes,0.6574074074074073,1,1,0.0,0.6390718093446223,0.49137931034482757,0.7350427350427351,0.38204017329657336,0.5094968343885371,0.35897435897435903,0.30000000000000004,0.14772727272727273,0.0
1529,No,0.9074074074074073,1,1,0.0,0.4242709313264347,0.5948275862068966,0.5128205128205129,0.3970066955494289,0.5904698433855382,0.37606837606837606,0.1,0.5204545454545455,0.6000000000000001
1530,Yes,0.37037037037037035,1,1,0.0,0.7585449984321103,0.853448275862069,0.5128205128205129,0.5447026388341866,0.7387537487504166,0.46153846153846156,0.5000000000000001,0.36136363636363644,0.2
1531,Yes,0.6342592592592592,0,1,0.0,0.08466603951081844,0.5344827586206897,0.6153846153846154,0.44545096494682945,0.3912029323558814,0.45299145299145305,0.30000000000000004,0.4590909090909091,0.8
1532,Yes,0.47222222222222215,1,0,0.375,0.40890561304484163,0.3620689655172414,0.35897435897435903,0.39503741630563205,0.4045318227257581,0.5982905982905984,0.6000000000000001,0.5772727272727274,0.0
1533,Yes,0.5833333333333333,0,1,0.0,0.6983380370021951,0.5172413793103448,0.32478632478632474,0.5797558093737691,0.6727757414195268,0.46153846153846156,0.4,0.7227272727272728,0.4
1534,Yes,0.6249999999999999,1,1,0.0,0.7522734399498275,0.49137931034482757,0.7094017094017095,0.4009452540370224,0.8117294235254915,0.3076923076923077,0.5000000000000001,0.5272727272727273,0.2
1535,No,0.45370370370370366,1,1,0.0,0.6362496080275949,0.5172413793103448,0.4017094017094017,0.44466325324931066,0.6251249583472176,0.33333333333333337,0.7000000000000001,0.6068181818181819,0.4
1536,No,0.4351851851851851,1,1,0.0,0.15647538413295706,0.3189655172413793,0.5726495726495727,0.46159905474596297,0.49516827724091966,0.5128205128205129,0.4,0.415909090909091,0.0
1537,Yes,0.5416666666666666,0,0,0.4375,0.429601756036375,0.6896551724137931,0.7094017094017095,0.5230405671524222,0.36187937354215255,0.33333333333333337,0.20000000000000004,0.5522727272727274,0.8
1538,Yes,0.5185185185185185,1,1,0.0,0.13076199435559738,0.5948275862068966,0.3931623931623932,0.13194170933438362,0.5351549483505498,0.6153846153846154,0.20000000000000004,0.7113636363636365,1.0
1539,No,0.5879629629629629,0,1,0.0,0.7077453747256194,0.603448275862069,0.5042735042735043,0.1626624655376133,0.3405531489503499,0.6324786324786326,0.4,0.5272727272727273,0.0
1540,No,0.537037037037037,1,1,0.0,0.2596425211665099,0.49999999999999994,0.5299145299145299,0.2753052382827885,0.4985004998333889,0.4358974358974359,0.9,0.8340909090909092,0.6000000000000001
1541,No,0.2175925925925926,1,0,0.75,0.662903731577297,0.4310344827586207,0.6752136752136753,0.3840094525403702,0.7327557480839721,0.3846153846153846,0.30000000000000004,0.3363636363636363,0.6000000000000001
1542,No,0.37037037037037035,0,1,0.0,0.6519285042333021,0.5431034482758621,0.6666666666666667,0.5309176841276093,0.6934355214928356,0.6068376068376069,0.20000000000000004,0.6000000000000001,0.0
1543,No,0.25925925925925924,1,1,0.0,0.5434305424898088,0.2241379310344827,0.37606837606837606,0.3517132729421032,0.6177940686437855,0.5384615384615385,0.5000000000000001,0.6500000000000001,0.2
1544,No,0.6435185185185185,1,1,0.0,0.4487300094073377,0.4827586206896552,0.5726495726495727,0.5131941709334384,0.30489836721092967,0.20512820512820518,0.1,0.3727272727272728,0.2
1545,No,0.4907407407407407,1,0,0.7916666666666666,0.6268422703041706,0.4310344827586207,0.264957264957265,0.4269397400551398,0.17994001999333553,0.41880341880341887,0.0,0.5454545454545456,0.4
1546,No,0.2546296296296296,1,1,0.0,0.3690812166823455,0.5948275862068966,0.6581196581196582,0.37810161480897986,0.4405198267244252,0.2564102564102564,0.30000000000000004,0.7477272727272728,0.2
1547,No,0.7314814814814814,1,1,0.0,0.2138601442458451,0.5258620689655171,0.4700854700854701,0.754233950374163,0.4015328223925358,0.4358974358974359,0.9,0.515909090909091,0.2
1548,No,0.46759259259259256,1,1,0.0,0.7889620570711823,0.32758620689655177,0.7777777777777779,0.39858211894446627,0.396867710763079,0.5384615384615385,0.4,0.5022727272727273,0.2
1549,No,0.4907407407407407,1,1,0.0,0.26309187833176545,0.44827586206896547,0.7094017094017095,0.4564789287120914,0.5901366211262913,0.7094017094017095,0.20000000000000004,0.7545454545454546,0.2
1550,No,0.48611111111111105,1,1,0.0,0.10253998118532456,0.5517241379310345,0.6068376068376069,0.5596691610870421,0.20726424525158282,0.45299145299145305,0.1,0.5704545454545455,0.4
1552,No,0.34259259259259256,1,1,0.0,0.40137974286610223,0.5862068965517242,0.4700854700854701,0.4643560456872784,0.28290569810063315,0.2222222222222222,0.20000000000000004,0.8772727272727273,0.4
1553,No,0.3935185185185185,1,1,0.0,0.6218250235183443,0.4396551724137931,0.45299145299145305,0.5415517920441119,0.5951349550149949,0.23931623931623935,0.6000000000000001,0.5636363636363637,0.0
1554,No,0.7777777777777777,1,1,0.0,0.6779554719347758,0.3189655172413793,0.36752136752136755,0.2812130760141789,0.5691436187937355,0.4700854700854701,0.9,0.6863636363636364,0.2
1555,No,0.5601851851851851,1,0,0.4583333333333333,0.5801191596111634,0.4310344827586207,0.6752136752136753,0.29027176053564396,0.5161612795734756,0.5213675213675214,0.4,0.3977272727272728,0.4
1556,No,0.48611111111111105,1,1,0.0,0.49827532141737224,0.8706896551724139,0.6923076923076923,0.6498621504529343,0.6991002999000333,0.5,0.1,0.4590909090909091,0.0
1557,No,0.2361111111111111,1,0,0.6666666666666666,0.3468171840702414,0.2241379310344827,0.4871794871794872,0.6502560063016937,0.797400866377874,0.3846153846153846,0.4,0.7000000000000001,0.4
1558,No,0.36111111111111105,1,0,0.7083333333333333,0.2640326121041079,0.49999999999999994,0.3076923076923077,0.614021268215833,0.688103965344885,0.5128205128205129,0.30000000000000004,0.7795454545454547,0.4
1559,No,0.6203703703703703,1,1,0.0,0.6911257447475698,0.42241379310344823,0.5299145299145299,0.41551792044111857,0.5568143952015994,0.6495726495726497,0.20000000000000004,0.23181818181818184,0.4
1560,No,0.3194444444444444,1,1,0.0,0.40420194418312955,0.5862068965517242,0.41025641025641024,0.7168176447420244,0.3378873708763746,0.5042735042735043,0.30000000000000004,0.415909090909091,0.0
1561,No,0.3657407407407407,1,1,0.0,0.40482910003135775,0.5517241379310345,0.19658119658119655,0.5285545490350533,0.5118293902032656,0.37606837606837606,0.1,0.48409090909090924,0.4
1562,No,0.16666666666666666,1,1,0.0,0.5380997177798683,0.2327586206896552,0.6068376068376069,0.2552185899960615,0.5244918360546484,0.641025641025641,0.0,0.6613636363636365,0.0
1563,No,0.7407407407407407,1,0,0.8125,0.6240200689871434,0.29310344827586204,0.4444444444444444,0.2000787711697519,0.5164945018327225,0.6752136752136753,0.30000000000000004,0.31818181818181823,0.2
1565,No,0.5648148148148148,1,1,0.0,0.3424270931326434,0.7241379310344829,0.4444444444444444,0.21662071681764475,0.494168610463179,0.7692307692307694,0.4,0.5340909090909092,0.0
1566,No,0.3657407407407407,1,0,0.7916666666666666,0.6807776732518032,0.28879310344827586,0.2222222222222222,0.48404883812524613,0.5311562812395869,0.5128205128205129,0.9,0.4545454545454546,0.4
1568,No,0.48148148148148145,1,0,0.5625,0.38162433364691123,0.46551724137931033,0.4444444444444444,0.3840094525403702,0.7474175274908363,0.5042735042735043,0.1,0.5704545454545455,0.2
1569,No,0.3333333333333333,1,0,0.6458333333333333,0.5484477892756351,0.5344827586206897,0.35897435897435903,0.41197321780228435,0.5998000666444518,0.5811965811965812,0.20000000000000004,0.5772727272727274,0.0
1570,No,0.5138888888888888,1,1,0.0,0.4644089056130449,0.49999999999999994,0.5982905982905984,0.3398975974793226,0.7707430856381206,0.5555555555555556,0.20000000000000004,0.931818181818182,0.4
1571,No,0.824074074074074,1,1,0.0,0.6741925368454061,0.7931034482758621,0.4444444444444444,0.372587632926349,0.4708430523158947,0.2564102564102564,0.30000000000000004,0.24545454545454545,0.2
1572,No,0.25925925925925924,1,1,0.0,0.42238946378174974,0.3103448275862069,0.36752136752136755,0.4812918471839306,0.6777740753082306,0.4700854700854701,0.8,0.49090909090909096,0.2
1573,No,0.5833333333333333,1,0,0.29166666666666663,0.38789589212919406,0.49137931034482757,0.41880341880341887,0.39149271366679794,0.5714761746084638,0.2991452991452992,0.0,0.5818181818181819,0.2
1574,No,0.5601851851851851,0,0,0.8333333333333333,0.6174349325807463,0.32758620689655177,0.41025641025641024,0.65852697912564,0.4525158280573142,0.4871794871794872,0.30000000000000004,0.6500000000000001,0.2
1575,No,0.14814814814814814,1,0,0.7291666666666666,0.4465349639385387,0.37068965517241376,0.3418803418803419,0.32886963371406064,0.4695101632789071,0.7606837606837606,0.1,0.3931818181818182,0.4
1576,No,0.4305555555555555,1,1,0.0,0.31106930072122924,0.41379310344827586,0.1282051282051282,0.5092556124458448,0.40686437854048646,0.49572649572649574,0.5000000000000001,0.5090909090909091,0.6000000000000001
1577,No,0.45833333333333326,1,1,0.0,0.5004703668861713,0.6982758620689655,0.7692307692307694,0.4808979913351713,0.4551816061312895,0.6324786324786326,0.9,0.4954545454545455,0.2
1578,No,0.48611111111111105,1,1,0.0,0.4026340545625588,0.4741379310344827,0.4871794871794872,0.5234344230011815,0.37320893035654784,0.32478632478632474,0.4,0.4113636363636364,0.4
1579,No,0.6805555555555555,1,0,0.7916666666666666,0.5948573220445281,0.5862068965517242,0.264957264957265,0.21307601417881059,0.198267244251916,0.5384615384615385,0.30000000000000004,0.8840909090909091,0.4
1580,No,0.5509259259259259,1,0,0.6041666666666666,0.7049231734085921,0.8448275862068966,0.4017094017094017,0.9019298936589208,0.38887037654115303,0.3504273504273504,0.5000000000000001,0.5204545454545455,0.0
1581,No,0.41666666666666663,1,0,0.7083333333333333,0.48855440576983383,0.46551724137931033,0.6837606837606838,0.7010634107916502,0.3125624791736088,0.29059829059829057,1.0,0.21363636363636365,0.2
1582,No,0.3935185185185185,1,1,0.0,0.4107870805895265,0.4310344827586207,0.45299145299145305,0.22567940133910994,0.736754415194935,0.46153846153846156,0.1,0.42272727272727284,0.2
1583,No,0.35648148148148145,1,0,0.5208333333333333,0.5578551269990594,0.2672413793103448,0.6068376068376069,0.8125246159905474,0.538487170943019,0.264957264957265,0.1,0.6795454545454547,0.0
1584,No,0.4305555555555555,1,1,0.0,0.45155221072436497,0.8103448275862069,0.5897435897435898,0.30366285939346205,0.6774408530489837,0.3418803418803419,0.4,0.6431818181818183,0.2
1585,Yes,0.38888888888888884,1,1,0.0,0.6817184070241455,0.4396551724137931,0.6068376068376069,0.4844426939740055,0.8630456514495168,0.3076923076923077,0.6000000000000001,0.5704545454545455,0.4
1586,No,0.4074074074074074,1,1,0.0,0.1969269363436814,0.3017241379310344,0.32478632478632474,0.38243402914533287,0.48183938687104294,0.23931623931623935,0.30000000000000004,0.3113636363636364,0.2
1587,No,0.5879629629629629,1,1,0.0,0.6161806208842898,0.5948275862068966,0.6239316239316239,0.33714060653800704,0.5894701766077974,0.27350427350427353,0.30000000000000004,0.6500000000000001,0.2
1588,No,0.5277777777777777,0,1,0.0,0.5032925682031986,0.6637931034482758,0.7179487179487181,0.488381252461599,0.5564811729423524,0.23931623931623935,0.20000000000000004,0.631818181818182,0.2
1589,No,0.3472222222222222,1,1,0.0,0.38946378174976476,0.11206896551724138,0.5641025641025641,0.4021268215833005,0.6297900699766745,0.45299145299145305,0.5000000000000001,0.22727272727272732,0.2
1590,No,0.34259259259259256,1,0,0.8125,0.5603637503919724,0.5603448275862069,0.7692307692307694,0.7613233556518314,0.26491169610129955,0.264957264957265,0.6000000000000001,0.5636363636363637,0.2
1591,No,0.412037037037037,1,0,0.6041666666666666,0.5208529319535905,0.5517241379310345,0.6068376068376069,0.5580937376920048,0.33988670443185603,0.6666666666666667,0.4,0.5522727272727274,0.4
1592,No,0.13425925925925927,1,1,0.0,0.3703355283788021,0.5689655172413792,0.32478632478632474,0.36510437179992117,0.45851382872375873,0.7179487179487181,0.9,0.22727272727272732,0.6000000000000001
1593,Yes,0.48148148148148145,0,1,0.0,0.7977422389463782,0.6637931034482758,0.5213675213675214,0.7554155179204411,0.6837720759746753,0.41025641025641024,0.6000000000000001,0.5386363636363637,0.2
1594,No,0.46759259259259256,1,0,0.6458333333333333,0.3317654437127626,0.4310344827586207,0.5641025641025641,0.29539188656951554,0.39353548817060974,0.2222222222222222,0.1,0.25681818181818183,0.6000000000000001
1595,No,0.3796296296296296,1,1,0.0,0.49952963311382886,0.5172413793103448,0.35897435897435903,0.3847971642378889,0.42919026991003,0.19658119658119655,0.30000000000000004,0.3977272727272728,0.6000000000000001
1597,No,0.7129629629629629,1,1,0.0,0.4499843211037943,0.4396551724137931,0.5128205128205129,0.5053170539582512,0.36287904031989343,0.5726495726495727,0.30000000000000004,0.7977272727272728,0.4
1598,No,0.37499999999999994,1,0,0.6041666666666666,0.45249294449670746,0.3017241379310344,0.5982905982905984,0.27451752658526984,0.09730089970009997,0.45299145299145305,0.1,0.4113636363636364,0.4
1599,No,0.3981481481481481,1,1,0.0,0.533082470994042,0.6120689655172413,0.49572649572649574,0.5088617565970855,0.5718093968677107,0.4358974358974359,0.20000000000000004,0.6931818181818183,0.2
1600,No,0.5277777777777777,1,0,0.5416666666666666,0.42552524302289113,0.5862068965517242,0.7777777777777779,0.5959038991729027,0.704765078307231,0.49572649572649574,0.30000000000000004,0.14772727272727273,0.0
1601,Yes,0.45370370370370366,0,1,0.0,0.6986516149263092,0.5172413793103448,0.5128205128205129,0.9976368649074439,0.37654115294901697,0.4358974358974359,0.20000000000000004,0.5636363636363637,0.0
1602,No,0.5555555555555555,0,0,0.9166666666666666,0.735653809971778,0.7327586206896552,0.5641025641025641,0.4261520283576211,0.4868377207597467,0.7435897435897436,0.30000000000000004,0.40454545454545465,0.6000000000000001
1603,No,0.24537037037037038,1,0,0.6875,0.29005957980558167,0.41379310344827586,0.5982905982905984,0.5191020086648287,0.3338887037654115,0.3504273504273504,0.30000000000000004,0.5636363636363637,0.4
1604,No,0.48148148148148145,1,1,0.0,0.30103480714957664,0.2672413793103448,0.3504273504273504,0.717605356439543,0.21359546817727426,0.41025641025641024,0.4,0.6863636363636364,0.6000000000000001
1605,No,0.3333333333333333,1,1,0.0,0.3687676387582314,0.5172413793103448,0.6153846153846154,0.5285545490350533,0.4708430523158947,0.6666666666666667,0.30000000000000004,0.5522727272727274,0.2
1606,No,0.4351851851851851,1,1,0.0,0.5609909062402008,0.6120689655172413,0.8717948717948718,0.6124458448207956,0.9180273242252583,0.4871794871794872,0.20000000000000004,0.49090909090909096,0.0
1607,No,0.09259259259259259,1,0,0.3958333333333333,0.35497021009720914,0.44827586206896547,0.5042735042735043,0.5076801890508074,0.3485504831722758,0.3076923076923077,0.6000000000000001,0.6613636363636365,0.6000000000000001
1608,No,0.7499999999999999,1,0,0.5208333333333333,0.6274694261523989,0.49137931034482757,0.4871794871794872,0.5269791256400157,0.6417860713095636,0.3931623931623932,0.7000000000000001,0.7181818181818183,0.4
1609,No,0.25925925925925924,1,1,0.0,0.47068046409532766,0.46551724137931033,0.5982905982905984,0.6085072863332021,0.7840719760079973,0.3504273504273504,0.30000000000000004,0.5568181818181819,0.0
1610,No,0.4768518518518518,0,1,0.0,0.44183129507682656,0.2672413793103448,0.5213675213675214,0.8066167782591571,0.854715094968344,0.41025641025641024,0.4,0.6431818181818183,0.8
1611,No,0.3796296296296296,1,0,0.41666666666666663,0.2367513327061775,0.4051724137931035,0.4273504273504274,0.3847971642378889,0.5014995001666112,0.405982905982906,0.1,0.5568181818181819,0.0
