churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldaycalls,totaldaycharge,totalevecalls,totalevecharge,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,numbercustomerservicecalls
No,0.3379629629629629,1,1,0.0,0.6379310344827587,0.4153961980048936,0.17948717948717952,0.4050532964863799,0.4700854700854701,0.69059955588453,0.36585365853658536,0.30000000000000004,0.0
No,0.38888888888888884,1,1,0.0,0.7758620689655173,0.6284584980237153,0.5042735042735043,0.5992893801816029,0.28205128205128205,0.5780903034789046,0.5426829268292683,0.1,0.6000000000000001
No,0.16203703703703703,1,0,0.3333333333333333,0.5003343782654126,0.4936831620163069,0.6068376068376069,0.264508487958942,0.3846153846153846,0.2753515914137676,0.2804878048780488,0.1,0.0
No,0.46759259259259256,0,1,0.0,0.5258620689655171,0.6653491436100131,0.7606837606837606,0.5661271219897356,0.5470085470085471,0.3227239082161362,0.652439024390244,0.20000000000000004,0.0
No,0.3472222222222222,1,1,0.0,0.49999999999999994,0.5704874835309618,0.8290598290598292,0.8041847611527835,0.5384615384615385,0.6469282013323465,0.5121951219512195,0.1,0.0
No,0.5972222222222222,1,1,0.0,0.6637931034482758,0.39845661584792014,0.4871794871794872,0.5957362810896172,0.29059829059829057,0.45373797187268694,0.6219512195121952,0.30000000000000004,0.2
No,0.35648148148148145,1,1,0.0,0.6637931034482758,0.5855448898927159,0.7692307692307694,0.6691669956573234,0.6666666666666667,0.766839378238342,0.652439024390244,0.6000000000000001,0.0
Yes,0.24999999999999997,0,1,0.0,0.42241379310344823,0.5311500094108789,0.5811965811965812,0.681800236873273,0.5042735042735043,0.5122131754256107,0.7439024390243903,0.5000000000000001,0.2
Yes,0.4212962962962963,0,1,0.0,0.6120689655172413,0.3354037267080745,0.6837606837606838,0.6968022108172128,0.4786324786324787,0.6469282013323465,0.44512195121951226,0.1,0.4
No,0.07870370370370369,1,1,0.0,0.4396551724137931,0.792584227366836,0.6324786324786326,0.20686932491117258,0.6666666666666667,0.6683937823834197,0.3719512195121951,0.30000000000000004,0.2
No,0.7407407407407407,0,1,0.0,0.6206896551724137,0.416713721061547,0.17948717948717952,0.42755625740228986,0.6239316239316239,0.43153219837157664,0.5487804878048781,0.8,0.4
No,0.4259259259259259,1,0,0.75,0.7931034482758621,0.48898927159796723,0.5128205128205129,0.42163442558231357,0.3418803418803419,0.25610658771280537,0.3597560975609756,0.30000000000000004,0.4
No,0.662037037037037,1,1,0.0,0.4396551724137931,0.4852249200075287,0.28205128205128205,0.7868140544808528,0.6495726495726497,0.43449296817172467,0.5975609756097562,0.20000000000000004,0.4
Yes,0.34259259259259256,0,1,0.0,0.16379310344827586,0.593261810653115,0.6581196581196582,0.1768653770232926,0.17948717948717952,0.4196891191709845,0.46341463414634143,0.30000000000000004,0.8
No,0.4351851851851851,1,1,0.0,0.42241379310344823,0.47769621682665153,0.5726495726495727,0.6423213580734308,0.45299145299145305,0.08586232420429313,0.3292682926829268,0.1,0.2
No,0.5787037037037036,1,0,0.47916666666666663,0.5172413793103448,0.2828910220214568,0.5213675213675214,0.4611133043821556,0.5897435897435898,0.6343449296817173,0.6402439024390244,0.6000000000000001,0.6000000000000001
No,0.5694444444444444,1,0,0.5833333333333333,0.5344827586206897,0.7216261998870694,0.4017094017094017,0.5775759968416898,0.6752136752136753,0.6728349370836418,0.3292682926829268,0.4,0.2
Yes,0.4259259259259259,0,1,0.0,0.16379310344827586,0.6111424807076979,0.6666666666666667,0.5183576786419266,0.5811965811965812,0.5721687638786085,0.9390243902439025,0.4,0.2
No,0.5,0,0,0.5416666666666666,0.8275862068965518,0.6120835686053077,0.5897435897435898,0.3106987761547573,0.29059829059829057,0.7683197631384161,0.4390243902439025,0.20000000000000004,0.0
No,0.18518518518518517,1,1,0.0,0.20689655172413796,0.4268774703557312,0.28205128205128205,0.24476904855902096,0.29059829059829057,0.7061435973353072,0.5487804878048781,0.4,0.2
No,0.6249999999999999,1,0,0.6458333333333333,0.396551724137931,0.37511763598720116,0.19658119658119655,0.6162652980655351,0.6666666666666667,0.5921539600296077,0.5670731707317074,0.4,0.4
Yes,0.4212962962962963,1,1,0.0,0.6896551724137931,0.40993788819875765,0.3931623931623932,0.9289380181602844,0.641025641025641,0.7927461139896375,0.21341463414634146,0.1,0.6000000000000001
No,0.6574074074074073,1,0,0.5,0.2327586206896552,0.5142104272539054,0.6324786324786326,0.5673114883537309,0.8205128205128205,0.6158401184307921,0.5792682926829269,0.4,0.2
Yes,0.5416666666666666,1,0,0.16174242424242424,0.6206896551724137,0.46376811594202894,0.7094017094017095,0.4919068298460325,0.4786324786324787,0.39896373056994816,0.4573170731707318,0.4,1.0
No,0.8888888888888888,1,0,0.35416666666666663,0.5172413793103448,0.31394692264257473,0.33333333333333337,0.5033557046979867,0.7435897435897436,0.5166543301258328,0.6219512195121952,0.20000000000000004,0.2
No,0.347743443522055,1,1,0.0,0.44827586206896547,0.551665725578769,0.5042735042735043,0.7595736281089618,0.3846153846153846,0.3205033308660252,0.7743902439024392,0.7000000000000001,0.6000000000000001
No,0.2824074074074074,1,1,0.0,0.5086206896551724,0.47016751364577447,0.4700854700854701,0.5096723253059614,0.41025641025641024,0.6358253145817913,0.426829268292683,0.7000000000000001,0.4
No,0.13425925925925927,1,0,0.625,0.2758620689655172,0.6128364389233955,0.37606837606837606,0.5396762731938415,0.5299145299145299,0.5899333826794968,0.27439024390243905,0.20000000000000004,0.0
No,0.6805555555555555,1,0,0.29166666666666663,0.8189655172413794,0.21663843402973834,0.2564102564102564,0.4725621792341098,0.35897435897435903,0.3160621761658031,0.9390243902439025,0.4,0.2
No,0.43981481481481477,1,1,0.0,0.49999999999999994,0.23131940523244868,0.3931623931623932,0.8531385708645876,0.6666666666666667,0.4411547002220578,0.33536585365853655,0.0,0.4
No,0.2361111111111111,1,1,0.0,0.2241379310344827,0.6041784302653868,0.8205128205128205,0.49539253570047126,0.6153846153846154,0.24426350851221318,0.44512195121951226,0.30000000000000004,0.4
No,0.3981481481481481,1,1,0.0,0.4310344827586207,0.45529832486354216,0.49572649572649574,0.5763916304776946,0.4871794871794872,0.3982235381199112,0.6585365853658538,0.20000000000000004,0.2
No,0.18518518518518517,1,1,0.0,0.4741379310344827,0.5663466967814794,0.5299145299145299,0.3383339913146468,0.4273504273504274,0.21169504071058481,0.4207317073170732,0.20000000000000004,0.6000000000000001
No,0.5138888888888888,1,1,0.0,0.5689655172413792,0.753623188405797,0.5128205128205129,0.34070272404263735,0.41025641025641024,0.2694300518134715,0.5792682926829269,0.1,0.2
Yes,0.40277777777777773,1,1,0.0,0.37931034482758624,0.15170336909467344,0.3418803418803419,0.3639952625345442,0.29059829059829057,0.6313841598815693,0.3719512195121951,0.20000000000000004,0.8
No,0.27777777777777773,1,1,0.0,0.5689655172413792,0.06117071334462637,0.27350427350427353,0.33004342676667986,0.4444444444444444,0.34270910436713553,0.4695121951219513,0.5000000000000001,0.4
No,0.3981481481481481,1,1,0.0,0.5431034482758621,0.6572557876905702,0.5641025641025641,0.39834188709040674,0.8034188034188035,0.059215396002960774,0.6646341463414634,0.5000000000000001,0.2
No,0.8101851851851851,1,1,0.0,0.7155172413793103,0.06888763410502541,0.41025641025641024,0.3853138570864588,0.5555555555555556,0.37675795706883797,0.5121951219512195,0.7000000000000001,0.4
No,0.13425925925925927,1,1,0.0,0.396551724137931,0.644833427442123,0.49572649572649574,0.4346624555862615,0.7863247863247864,0.47224278312361223,0.6341463414634148,0.20000000000000004,0.0
No,0.4351851851851851,1,0,0.4583333333333333,0.7241379310344829,0.04799548277809146,0.41025641025641024,0.2700355309909199,0.41880341880341887,0.7135455218356773,0.5975609756097562,0.6000000000000001,0.0
No,0.20833333333333334,1,1,0.0,0.7844827586206897,0.31658196875588174,0.8632478632478633,0.3501776549545993,0.2564102564102564,0.49740932642487057,0.39634146341463417,0.30000000000000004,0.4
No,0.45833333333333326,0,1,0.0,0.5862068965517242,0.13645774515339731,0.6239316239316239,0.9534149230161864,0.4871794871794872,0.5166543301258328,0.6097560975609757,0.8,0.0
No,0.21296296296296297,1,0,0.7708333333333333,0.3017241379310344,0.44042913608130996,0.5128205128205129,0.5037504934859852,0.3846153846153846,0.6062176165803109,0.4975006159152502,0.30000000000000004,0.4
No,0.3518518518518518,1,1,0.0,0.603448275862069,0.43873517786561267,0.4017094017094017,0.5574417686537704,0.4951532418199085,0.610658771280533,0.2804878048780488,0.20000000000000004,0.4
No,0.449074074074074,1,0,0.7916666666666666,0.16379310344827586,0.6009787314135139,0.5299145299145299,0.6715357283853141,0.264957264957265,0.5255366395262768,0.524390243902439,0.4,0.4
No,0.3055555555555555,1,1,0.0,0.4741379310344827,0.9104084321475625,0.6923076923076923,0.04540071061981843,0.4871794871794872,0.6543301258327165,0.43292682926829273,0.9,0.8
No,0.8935185185185185,1,1,0.0,0.5086206896551724,0.07208733295689818,0.8205128205128205,0.7654954599289382,0.3846153846153846,0.5610658771280533,0.9817073170731708,0.0,0.2
No,0.5879629629629629,1,0,0.8333333333333333,0.396551724137931,0.4648974214191606,0.5726495726495727,0.31109356494275575,0.4358974358974359,0.48926720947446334,0.7256097560975611,0.5000000000000001,0.2
No,0.8749999999999999,1,0,0.4583333333333333,0.4396551724137931,0.45002823263692826,0.4273504273504274,0.43663639952625355,0.5128205128205129,0.23612139156180612,0.3902439024390244,0.20000000000000004,0.0
No,0.7592592592592592,1,1,0.0,0.7241379310344829,0.6102013928100884,0.5299145299145299,0.4626924595341493,0.6923076923076923,0.5817912657290896,0.628048780487805,0.7000000000000001,0.0
No,0.2685185185185185,1,1,0.0,0.6120689655172413,0.2621870882740447,0.7094017094017095,0.5491512041058035,0.4273504273504274,0.5581051073279052,0.47560975609756106,0.20000000000000004,0.4
No,0.21296296296296297,1,0,0.5833333333333333,0.44827586206896547,0.3692828910220214,0.5641025641025641,0.38610343466245567,0.35897435897435903,0.21169504071058481,0.3475609756097561,0.1,0.2
No,0.6898148148148148,1,0,0.6041666666666666,0.3017241379310344,0.5887445887445887,0.08547008547008544,0.35254638768258995,0.6068376068376069,0.306439674315322,0.27439024390243905,0.0,0.0
No,0.11574074074074073,1,1,0.0,0.5775862068965516,0.6676077545642762,0.7435897435897436,0.5487564153178051,0.4444444444444444,0.47150259067357514,0.08536585365853658,0.5000000000000001,0.6000000000000001
No,0.36111111111111105,1,0,0.6458333333333333,0.41379310344827586,0.2471296819122906,0.7948717948717949,0.6379786814054482,0.4273504273504274,0.08808290155440418,0.6158536585365854,0.7000000000000001,0.6000000000000001
No,0.4351851851851851,1,0,0.5625,0.5517241379310345,0.33163937511763597,0.41025641025641024,0.6577181208053693,0.6239316239316239,0.7261287934863065,0.5975609756097562,0.20000000000000004,0.2
Yes,0.31481481481481477,0,1,0.0,0.41379310344827586,0.8125352907961603,0.41880341880341887,0.6569285432293724,0.6495726495726497,0.4026646928201333,0.38414634146341475,0.9,0.4
Yes,0.4351851851851851,0,0,0.8541666666666666,0.42241379310344823,0.35497835497835495,0.16239316239316237,0.4962495065140151,0.2136752136752137,0.2790525536639526,0.5000000000000001,0.8,1.0
No,0.1388888888888889,1,0,0.6458333333333333,0.10344827586206895,0.2375305853566723,0.4700854700854701,0.6490327674694041,0.7606837606837606,0.68319763138416,0.23170731707317074,0.34325252525252525,0.0
No,0.5555555555555555,1,0,0.6458333333333333,0.18103448275862072,0.6758893280632411,0.641025641025641,0.5124358468219504,0.36752136752136755,0.48852701702442636,0.4878048780487805,0.4,0.8
Yes,0.5092592592592592,1,1,0.0,0.13793103448275862,0.47016751364577447,0.5641025641025641,0.43663639952625355,0.5299145299145299,0.3626943005181348,0.35365853658536583,0.20000000000000004,0.8
No,0.7222222222222222,1,1,0.0,0.5948275862068966,0.6356107660455487,0.4871794871794872,0.49585471772601664,0.6495726495726497,0.22205773501110293,0.5731707317073171,0.1,0.4
Yes,0.19907407407407407,1,1,0.0,0.603448275862069,0.839073969508752,0.4273504273504274,0.6881168574812476,0.41025641025641024,0.4744633604737232,0.49390243902439024,0.30000000000000004,0.6000000000000001
No,0.27777777777777773,0,1,0.0,0.5258620689655171,0.16732542819499338,0.9145299145299146,0.4796683774180813,0.49572649572649574,0.19319022945965958,0.4878048780487805,0.5000000000000001,0.4
No,0.2962962962962963,1,1,0.0,0.32758620689655177,0.3929983060417843,0.4444444444444444,0.6916699565732335,0.5555555555555556,0.3316062176165804,0.6463414634146342,0.5000000000000001,0.4
No,0.3379629629629629,1,0,0.5208333333333333,0.3620689655172414,0.5398080180688876,0.5213675213675214,0.22463482037110147,0.28205128205128205,0.41820873427091054,0.6707317073170732,0.1,0.4
No,0.5648148148148148,1,1,0.0,0.3017241379310344,0.4276303406738189,0.4273504273504274,0.8416896960126334,0.6666666666666667,0.5891931902294598,0.603658536585366,0.30000000000000004,0.0
No,0.4594365511288425,1,0,0.41666666666666663,0.5862068965517242,0.5396198004893656,0.4017094017094017,0.539281484405843,0.4273504273504274,0.6217616580310882,0.451219512195122,0.1,0.2
Yes,0.3379629629629629,1,1,0.0,0.46551724137931033,0.47430830039525695,0.4444444444444444,0.6648243189893408,0.6923076923076923,0.691339748334567,0.378048780487805,0.4,0.4
No,0.5740740740740741,1,1,0.0,0.4741379310344827,0.3389798607189911,0.49572649572649574,0.2810896170548757,0.6581196581196582,0.8601036269430052,0.3414634146341463,0.5000000000000001,0.4
No,0.3657407407407407,1,1,0.0,0.5258620689655171,0.4310182571052136,0.5726495726495727,0.6178444532175287,0.3931623931623932,0.6498889711324944,0.524390243902439,0.0,0.2
No,0.4594365511288425,1,0,0.375,0.5603448275862069,0.3869753434970826,0.35897435897435903,0.8626135017765497,0.7521367521367521,0.4285714285714285,0.3109756097560976,0.6000000000000001,0.0
No,0.45370370370370366,1,0,0.5833333333333333,0.396551724137931,0.559382646339168,0.6324786324786326,0.709040663245164,0.5128205128205129,0.40858623242042935,0.426829268292683,0.4,0.2
No,0.45370370370370366,1,1,0.0,0.5517241379310345,0.38302277432712206,0.5470085470085471,0.15238847216739046,0.3504273504273504,0.6025166543301259,0.5365853658536586,0.4,0.2
No,0.3009259259259259,1,0,0.6041666666666666,0.5344827586206897,0.6512328251458686,0.35897435897435903,0.6861429135412556,0.6581196581196582,0.6047372316802369,0.3597560975609756,0.0,0.4
No,0.4444444444444444,1,1,0.0,0.29310344827586204,0.5923207227555053,0.49572649572649574,0.456770627714173,0.5128205128205129,0.2435233160621762,0.15853658536585366,0.30000000000000004,0.6000000000000001
No,0.34259259259259256,1,0,0.7708333333333333,0.4741379310344827,0.30604178430265383,0.5811965811965812,0.7331227793130677,0.4700854700854701,0.6617320503330866,0.5609756097560976,0.4,0.4
No,0.38888888888888884,0,1,0.0,0.2672413793103448,0.4936831620163069,0.641025641025641,0.4540071061981841,0.4786324786324787,0.32346410066617326,0.09146341463414634,0.6000000000000001,0.4
No,0.49537037037037035,1,1,0.0,0.396551724137931,0.854696028609072,0.5042735042735043,0.36123174101855515,0.3846153846153846,0.31310140636565514,0.4817073170731708,0.5000000000000001,0.4
Yes,0.611111111111111,0,0,0.6666666666666666,0.8189655172413794,0.6246941464332769,0.4871794871794872,0.7114093959731544,0.5641025641025641,0.3960029607698001,0.8109756097560976,0.30000000000000004,0.4
No,0.23148148148148148,1,1,0.0,0.5689655172413792,0.49802371541501966,0.3846153846153846,0.4832214765100672,0.6581196581196582,0.456698741672835,0.5000000000000001,0.1,0.2
No,0.8564814814814814,1,0,0.5416666666666666,0.5603448275862069,0.15490306794654618,0.6324786324786326,0.41729174891433096,0.41025641025641024,0.8201332346410067,0.7560975609756099,0.20000000000000004,0.4
No,0.19907407407407407,0,1,0.0,0.4310344827586207,0.116506681724073,0.3418803418803419,0.7453612317410186,0.5641025641025641,0.2953367875647669,0.5304878048780489,0.20000000000000004,0.2
No,0.29166666666666663,1,0,0.6458333333333333,0.396551724137931,0.6485977790325615,0.5726495726495727,0.6561389656533756,0.7008547008547008,0.39008142116950406,0.4207317073170732,0.0,0.6000000000000001
Yes,0.19907407407407407,1,1,0.0,0.6810344827586208,0.6470920383963862,0.3162393162393162,0.7500986971969997,0.2991452991452992,0.765358993338268,0.47560975609756106,0.4,0.4
No,0.5231481481481481,1,0,0.75,0.41379310344827586,0.9087144739318651,0.4017094017094017,0.4946703513620214,0.5384615384615385,0.44485566247224284,0.7378048780487805,0.1,0.2
No,0.4212962962962963,1,1,0.0,0.2758620689655172,0.5631469979296065,0.6581196581196582,0.5834978286616662,0.32478632478632474,0.5581051073279052,0.7073170731707318,0.5000000000000001,0.6000000000000001
No,0.5046296296296295,1,1,0.0,0.603448275862069,0.3965744400527008,0.4358974358974359,0.42637189103829465,0.6581196581196582,0.29977794226498894,0.5853658536585366,0.30000000000000004,0.4
No,0.412037037037037,1,0,0.625,0.29310344827586204,0.5053642010163749,0.45299145299145305,0.5929727595736282,0.7008547008547008,0.31310140636565514,0.3414634146341463,0.20000000000000004,0.2
No,0.32870370370370366,1,0,0.4375,0.5689655172413792,0.5145868624129493,0.37606837606837606,0.9467035136202133,0.6581196581196582,0.456698741672835,0.8780487804878049,0.30000000000000004,0.2
Yes,0.5185185185185185,1,1,0.0,0.9396551724137931,0.5872388481084133,0.6068376068376069,0.9877615475720491,0.6324786324786326,0.6528497409326426,0.32317073170731714,0.1,0.2
No,0.787037037037037,1,0,0.5208333333333333,0.3017241379310344,0.6312817617165443,0.6495726495726497,0.43703118831425203,0.41025641025641024,0.3360473723168024,0.49390243902439024,0.20000000000000004,0.6000000000000001
No,0.4768518518518518,1,1,0.0,0.5775862068965516,0.4424995294560512,0.41025641025641024,0.3438610343466246,0.641025641025641,0.3960029607698001,0.524390243902439,0.7000000000000001,0.2
No,0.7592592592592592,1,1,0.0,0.28448275862068967,0.398833051006964,0.4358974358974359,0.4701934465061194,0.4358974358974359,0.8712065136935604,0.5000000000000001,0.34325252525252525,0.2
Yes,0.4768518518518518,1,1,0.0,0.7413793103448276,0.6664784490871447,0.4273504273504274,0.8057639163047771,0.3162393162393162,0.4463360473723168,0.4695121951219513,0.5000000000000001,0.0
No,0.5046296296296295,1,1,0.0,0.5172413793103448,0.09410878976096365,0.7008547008547008,0.3750493485984999,0.5641025641025641,0.5018504811250926,0.49390243902439024,0.4,0.2
No,0.412037037037037,0,1,0.16174242424242424,0.4741379310344827,0.62695275738754,0.7863247863247864,0.5061192262139756,0.9572649572649574,0.5521835677276092,0.38414634146341475,0.30000000000000004,0.2
No,0.5231481481481481,1,1,0.0,0.37068965517241376,0.4598155467720685,0.37606837606837606,0.020134228187919462,0.7008547008547008,0.43079200592153966,0.32317073170731714,0.7000000000000001,0.2
Yes,0.4629629629629629,1,1,0.0,0.6551724137931034,0.2042160737812911,0.3162393162393162,0.6952230556652192,0.4358974358974359,0.39970392301998525,0.6951219512195123,1.0,1.0
No,0.537037037037037,1,0,0.16174242424242424,0.33620689655172414,0.17372482589873892,0.5213675213675214,0.5574417686537704,0.5128205128205129,0.24204293116210213,0.39634146341463417,0.1,0.2
No,0.5,1,1,0.0,0.5431034482758621,0.6175418784114436,0.3846153846153846,0.8286616660086854,0.5811965811965812,0.3619541080680977,0.5609756097560976,0.30000000000000004,0.4
No,0.37499999999999994,1,1,0.0,0.46551724137931033,0.31940523244871066,0.811965811965812,0.5191472562179235,0.5213675213675214,0.44337527757216877,0.6585365853658538,0.1,0.2
No,0.4594365511288425,1,1,0.0,0.37068965517241376,0.48127235083756814,0.7094017094017095,0.13580734307145684,0.5555555555555556,0.5233160621761659,0.4573170731707318,0.0,0.4
No,0.37499999999999994,1,0,0.6041666666666666,0.5948275862068966,0.58008658008658,0.811965811965812,0.6750888274772998,0.4273504273504274,0.3974833456698742,0.451219512195122,0.4,0.4
No,0.4594365511288425,1,1,0.0,0.8275862068965518,0.5753811405985318,0.3504273504273504,0.36557441768653776,0.5299145299145299,0.7320503330866026,0.6341463414634148,0.5000000000000001,0.4
No,0.5694444444444444,1,1,0.0,0.24137931034482757,0.42123094297007335,0.3162393162393162,0.26095538886695624,0.4786324786324787,0.4774241302738712,0.4573170731707318,0.30000000000000004,0.6000000000000001
No,0.17592592592592593,1,1,0.0,0.2241379310344827,0.4304536043666478,0.5213675213675214,0.16660086853533365,0.5470085470085471,0.6173205033308661,0.426829268292683,0.4,0.4
No,0.3842592592592592,1,1,0.0,0.32758620689655177,0.4259363824581216,0.7350427350427351,0.3857086458744572,0.5042735042735043,0.39156180606957813,0.6219512195121952,0.4,0.2
No,0.34259259259259256,1,0,0.9583333333333333,0.17241379310344823,0.6022962544701674,0.5897435897435898,0.4966442953020135,0.7179487179487181,0.6558105107327905,0.43292682926829273,0.5000000000000001,0.0
No,0.46759259259259256,1,1,0.0,0.4051724137931035,0.24543572369659325,0.2991452991452992,0.6478484011054088,0.8376068376068377,0.4011843079200592,0.426829268292683,0.30000000000000004,0.4
Yes,0.2824074074074074,0,1,0.0,0.37931034482758624,0.42819499341238465,0.49781058447725113,0.48519542045005926,0.5384615384615385,0.2383419689119171,0.7195121951219513,0.5000000000000001,0.0
No,0.6574074074074073,1,1,0.0,0.5775862068965516,0.5661584792019574,0.5299145299145299,0.3786024476904857,0.24786324786324787,0.31310140636565514,0.1524390243902439,0.30000000000000004,0.2
No,0.24074074074074073,1,1,0.0,0.45689655172413796,0.10126105778279687,0.49781058447725113,0.7133833399131466,0.7350427350427351,0.6469282013323465,0.5792682926829269,0.5000000000000001,0.6000000000000001
No,0.13425925925925927,1,1,0.0,0.8793103448275863,0.4607566346696781,0.6495726495726497,0.5779707856296883,0.4358974358974359,0.39896373056994816,0.5670731707317074,0.6000000000000001,0.2
Yes,0.5138888888888888,1,1,0.0,0.3017241379310344,0.9907773386034254,0.5726495726495727,0.5353335965258588,0.7692307692307694,0.7165062916358254,0.6463414634146342,0.7000000000000001,0.4
No,0.5925925925925926,1,1,0.0,0.6637931034482758,0.36363636363636354,0.5384615384615385,0.7931306750888276,0.4700854700854701,0.2642487046632125,0.6707317073170732,0.7000000000000001,0.0
No,0.287037037037037,1,0,0.6041666666666666,0.5603448275862069,0.37248258987389415,0.11965811965811968,0.2206869324911173,0.41880341880341887,0.6328645447816433,0.27439024390243905,0.7000000000000001,0.2
No,0.125,1,1,0.0,0.44827586206896547,0.518162996423866,0.37606837606837606,0.656533754441374,0.7008547008547008,0.529237601776462,0.5182926829268293,0.4,0.0
No,0.5092592592592592,1,1,0.0,0.11206896551724138,0.6427172231544698,0.3504273504273504,0.6999605211212003,0.6324786324786326,0.37675795706883797,0.4024390243902439,0.20000000000000004,0.6000000000000001
No,0.41666666666666663,1,1,0.0,0.6724137931034484,0.6589497459062675,0.5470085470085471,0.32767469403868943,0.7435897435897436,0.7298297557364916,0.5792682926829269,0.6000000000000001,0.6000000000000001
No,0.412037037037037,1,1,0.0,0.353448275862069,0.5369847543760586,0.3162393162393162,0.3399131464666404,0.15384615384615385,0.8297557364914879,0.6463414634146342,0.20000000000000004,0.2
No,0.6944444444444444,1,1,0.0,0.5689655172413792,0.41765480895915674,0.6495726495726497,0.6056060007895777,0.8461538461538463,0.48556624722427844,0.3414634146341463,0.5000000000000001,0.8
Yes,0.48148148148148145,0,0,0.6041666666666666,0.3448275862068965,0.6233766233766234,0.5811965811965812,0.5527043031977893,0.49572649572649574,0.4678016284233901,0.676829268292683,0.5000000000000001,0.2
No,0.18518518518518517,1,0,0.7708333333333333,0.5862068965517242,0.6845473367212498,0.6239316239316239,0.49539253570047126,0.49572649572649574,0.463360473723168,0.31707317073170727,0.0,0.4
No,0.2175925925925926,1,0,0.8958333333333333,0.5948275862068966,0.46753246753246747,0.18803418803418803,0.49427556257402294,0.46153846153846156,0.609918578830496,0.3597560975609756,0.4,0.2
No,0.7638888888888888,0,0,0.7291666666666666,0.8275862068965518,0.32731037078863157,0.6068376068376069,0.7433872878010265,0.7521367521367521,0.8290155440414508,0.4085365853658538,0.6000000000000001,0.4
No,0.36111111111111105,1,1,0.0,0.6637931034482758,0.3337097684923771,0.6752136752136753,0.7986577181208055,0.8376068376068377,0.4826054774241303,0.7256097560975611,0.5000000000000001,0.6000000000000001
No,0.7037037037037036,1,1,0.16174242424242424,0.5603448275862069,0.5424430641821946,0.46153846153846156,0.3410975128306357,0.4700854700854701,0.30940044411547,0.5792682926829269,0.5000000000000001,0.2
Yes,0.5046296296296295,0,1,0.0,0.3189655172413793,0.8556371165066816,0.41025641025641024,0.49539253570047126,0.41880341880341887,0.7224278312361214,0.7560975609756099,0.30000000000000004,0.0
No,0.7499999999999999,1,1,0.0,0.4051724137931035,0.5292678336156598,0.3846153846153846,0.4729569680221083,0.6752136752136753,0.7276091783863805,0.652439024390244,0.30000000000000004,0.2
No,0.5787037037037036,1,1,0.0,0.396551724137931,0.30886504799548276,0.5897435897435898,0.304776944334781,0.5470085470085471,0.3567727609178387,0.5731707317073171,0.20000000000000004,0.2
No,0.48148148148148145,1,0,0.6875,0.2241379310344827,0.5878035008469791,0.8376068376068377,0.31543624161073835,0.7606837606837606,0.23612139156180612,0.5182926829268293,0.20000000000000004,0.4
No,0.7916666666666666,1,1,0.0,0.8448275862068966,0.6073781291172595,0.35897435897435903,0.3134622976707462,0.3504273504273504,0.7150259067357514,0.30487804878048774,0.0,0.6000000000000001
No,0.5787037037037036,1,1,0.0,0.5862068965517242,0.4336533032185206,0.7094017094017095,0.5625740228977498,0.3076923076923077,0.6632124352331608,0.18292682926829265,0.1,0.0
No,0.4444444444444444,1,1,0.0,0.42241379310344823,0.37850555241859585,0.811965811965812,0.5831030398736677,0.4951532418199085,0.3153219837157661,0.7134146341463415,0.30000000000000004,0.6000000000000001
Yes,0.4351851851851851,0,0,0.7708333333333333,0.5775862068965516,0.621682665160926,0.4871794871794872,0.44413738649822354,0.3418803418803419,0.5166543301258328,0.12195121951219509,0.1,0.0
No,0.3981481481481481,1,1,0.0,0.5431034482758621,0.7368718238283455,0.5128205128205129,0.36162652980655363,0.32478632478632474,0.6639526276831977,0.32317073170731714,0.1,0.8
No,0.4444444444444444,1,1,0.0,0.6637931034482758,0.2778091473743647,0.5726495726495727,0.5527043031977893,0.29059829059829057,0.3397483345669874,0.2682926829268293,0.4,0.2
Yes,0.3472222222222222,1,1,0.0,0.7155172413793103,0.8755881799360059,0.4273504273504274,0.5831030398736677,0.7863247863247864,0.535159141376758,0.7073170731707318,0.30000000000000004,0.0
No,0.6435185185185185,1,1,0.0,0.5603448275862069,0.5405608883869752,0.4871794871794872,0.3959731543624162,0.4358974358974359,0.5832716506291636,0.7195121951219513,0.30000000000000004,0.0
No,0.7777777777777777,1,1,0.0,0.603448275862069,0.2397891963109354,0.23076923076923073,0.5941571259376235,0.45299145299145305,0.4781643227239083,0.451219512195122,0.1,0.0
No,0.3101851851851851,1,0,0.4583333333333333,0.4741379310344827,0.18125352907961598,0.4444444444444444,0.7951046190288198,0.6153846153846154,0.4330125832716506,0.16463414634146342,0.30000000000000004,0.6000000000000001
No,0.5601851851851851,1,0,0.7083333333333333,0.5344827586206897,0.38565782044042907,0.5213675213675214,0.12317410185550734,0.41880341880341887,0.5662472242783124,0.8231707317073171,0.30000000000000004,0.4
No,0.16203703703703703,1,1,0.0,0.75,0.48635422548466023,0.3846153846153846,0.5759968416896961,0.5128205128205129,0.8534418948926722,0.5304878048780489,0.5000000000000001,0.4
No,0.5509259259259259,1,0,0.5625,0.3620689655172414,0.4084321475625823,0.264957264957265,0.47335175681010666,0.4444444444444444,0.6876387860843819,0.49390243902439024,0.6000000000000001,1.0
No,0.29166666666666663,1,0,0.3958333333333333,0.5517241379310345,0.49350649350649345,0.4273504273504274,0.25029609159099886,0.6495726495726497,0.6239822353811991,0.3292682926829268,0.20000000000000004,0.0
